#nmismatch	name1	strand1	start1	end1	name2	strand2	start2	end2
0	U00096.2	+	68723	69011	NODE_45_length_289_cov_1.477612	-	1	289
0	U00096.2	+	23094	23448	NODE_46_length_355_cov_2.014970	+	1	355
0	U00096.2	+	59343	59569	NODE_47_length_227_cov_1.825243	+	1	227
0	U00096.2	+	46968	47242	NODE_48_length_275_cov_2.464567	+	1	275
0	U00096.2	+	3561	3805	NODE_49_length_245_cov_1.526786	-	1	245
0	U00096.2	+	5580	5865	NODE_50_length_286_cov_3.596226	+	1	286
13	U00096.2	+	111492	111582	NODE_50_length_286_cov_3.596226	+	1	93
14	U00096.2	+	138714	138802	NODE_50_length_286_cov_3.596226	+	8	96
11	U00096.2	+	216023	216092	NODE_50_length_286_cov_3.596226	+	26	94
5	U00096.2	+	247450	247492	NODE_50_length_286_cov_3.596226	+	49	91
11	U00096.2	+	376576	376646	NODE_50_length_286_cov_3.596226	+	2	91
2	U00096.2	+	376676	376746	NODE_50_length_286_cov_3.596226	+	2	91
22	U00096.2	+	410320	410433	NODE_50_length_286_cov_3.596226	+	3	129
12	U00096.2	+	430207	430295	NODE_50_length_286_cov_3.596226	+	8	96
4	U00096.2	+	500665	500704	NODE_50_length_286_cov_3.596226	+	54	93
3	U00096.2	+	507802	507841	NODE_50_length_286_cov_3.596226	+	53	92
8	U00096.2	+	507873	507942	NODE_50_length_286_cov_3.596226	+	5	92
11	U00096.2	+	609355	609443	NODE_50_length_286_cov_3.596226	+	8	96
3	U00096.2	+	631332	631374	NODE_50_length_286_cov_3.596226	+	51	93
8	U00096.2	+	707075	707158	NODE_50_length_286_cov_3.596226	+	8	91
18	U00096.2	+	714502	714597	NODE_50_length_286_cov_3.596226	+	8	103
12	U00096.2	+	814823	814910	NODE_50_length_286_cov_3.596226	+	8	96
5	U00096.2	+	831527	831612	NODE_50_length_286_cov_3.596226	+	8	93
13	U00096.2	+	856854	856942	NODE_50_length_286_cov_3.596226	+	8	96
14	U00096.2	+	1067592	1067680	NODE_50_length_286_cov_3.596226	+	8	96
23	U00096.2	+	1080286	1080369	NODE_50_length_286_cov_3.596226	+	8	91
10	U00096.2	+	1083921	1083990	NODE_50_length_286_cov_3.596226	+	2	90
14	U00096.2	+	1112655	1112738	NODE_50_length_286_cov_3.596226	+	8	91
16	U00096.2	+	1133824	1133907	NODE_50_length_286_cov_3.596226	+	9	91
14	U00096.2	+	1689464	1689547	NODE_50_length_286_cov_3.596226	+	8	92
14	U00096.2	+	2116505	2116587	NODE_50_length_286_cov_3.596226	+	1	99
4	U00096.2	+	2280905	2280945	NODE_50_length_286_cov_3.596226	+	53	93
15	U00096.2	+	2289238	2289327	NODE_50_length_286_cov_3.596226	+	8	97
13	U00096.2	+	2547503	2547587	NODE_50_length_286_cov_3.596226	+	8	92
15	U00096.2	+	2653007	2653090	NODE_50_length_286_cov_3.596226	+	8	92
18	U00096.2	+	2682154	2682249	NODE_50_length_286_cov_3.596226	+	8	103
10	U00096.2	+	2712320	2712404	NODE_50_length_286_cov_3.596226	+	8	92
17	U00096.2	+	2833104	2833191	NODE_50_length_286_cov_3.596226	+	1	110
14	U00096.2	+	2943933	2944032	NODE_50_length_286_cov_3.596226	+	8	106
24	U00096.2	+	3080793	3080893	NODE_50_length_286_cov_3.596226	+	1	124
6	U00096.2	+	3267759	3267843	NODE_50_length_286_cov_3.596226	+	8	92
11	U00096.2	+	3510548	3510628	NODE_50_length_286_cov_3.596226	+	8	96
13	U00096.2	+	3561620	3561708	NODE_50_length_286_cov_3.596226	+	8	96
19	U00096.2	+	3596435	3596520	NODE_50_length_286_cov_3.596226	+	8	92
11	U00096.2	+	3674159	3674246	NODE_50_length_286_cov_3.596226	+	8	96
13	U00096.2	+	3739002	3739090	NODE_50_length_286_cov_3.596226	+	8	96
20	U00096.2	+	3772274	3772361	NODE_50_length_286_cov_3.596226	+	8	94
11	U00096.2	+	3775070	3775121	NODE_50_length_286_cov_3.596226	+	40	91
10	U00096.2	+	4051530	4051588	NODE_50_length_286_cov_3.596226	+	33	92
9	U00096.2	+	4106609	4106697	NODE_50_length_286_cov_3.596226	+	8	96
5	U00096.2	+	4216458	4216502	NODE_50_length_286_cov_3.596226	+	56	100
1	U00096.2	+	4233443	4233478	NODE_50_length_286_cov_3.596226	+	56	91
10	U00096.2	+	4243171	4243243	NODE_50_length_286_cov_3.596226	+	1	93
11	U00096.2	+	4247401	4247470	NODE_50_length_286_cov_3.596226	+	2	92
19	U00096.2	+	4251970	4252054	NODE_50_length_286_cov_3.596226	+	8	91
5	U00096.2	+	4283324	4283367	NODE_50_length_286_cov_3.596226	+	56	99
23	U00096.2	+	4293876	4293991	NODE_50_length_286_cov_3.596226	+	3	110
28	U00096.2	+	4293989	4294098	NODE_50_length_286_cov_3.596226	+	3	111
23	U00096.2	+	4294102	4294217	NODE_50_length_286_cov_3.596226	+	3	110
23	U00096.2	+	4294215	4294330	NODE_50_length_286_cov_3.596226	+	3	110
14	U00096.2	+	4315955	4316029	NODE_50_length_286_cov_3.596226	+	1	97
14	U00096.2	+	4342854	4342938	NODE_50_length_286_cov_3.596226	+	9	96
19	U00096.2	+	4371235	4371320	NODE_50_length_286_cov_3.596226	+	8	92
4	U00096.2	+	4413979	4414018	NODE_50_length_286_cov_3.596226	+	55	94
18	U00096.2	+	4439434	4439519	NODE_50_length_286_cov_3.596226	+	11	96
1	U00096.2	+	4455208	4455244	NODE_50_length_286_cov_3.596226	+	57	93
14	U00096.2	+	4458455	4458528	NODE_50_length_286_cov_3.596226	+	3	97
21	U00096.2	+	4482374	4482489	NODE_50_length_286_cov_3.596226	+	4	137
4	U00096.2	+	4552526	4552587	NODE_50_length_286_cov_3.596226	+	55	109
13	U00096.2	+	4604596	4604673	NODE_50_length_286_cov_3.596226	+	1	91
15	U00096.2	+	4612280	4612347	NODE_50_length_286_cov_3.596226	+	57	121
22	U00096.2	+	4612346	4612458	NODE_50_length_286_cov_3.596226	+	3	129
22	U00096.2	+	4612447	4612559	NODE_50_length_286_cov_3.596226	+	3	129
10	U00096.2	+	4626784	4626870	NODE_50_length_286_cov_3.596226	+	3	93
19	U00096.2	+	338943	339045	NODE_50_length_286_cov_3.596226	-	154	279
12	U00096.2	+	339062	339138	NODE_50_length_286_cov_3.596226	-	185	279
13	U00096.2	+	339155	339231	NODE_50_length_286_cov_3.596226	-	185	279
11	U00096.2	+	339248	339323	NODE_50_length_286_cov_3.596226	-	185	279
10	U00096.2	+	356701	356771	NODE_50_length_286_cov_3.596226	-	190	279
11	U00096.2	+	356898	356971	NODE_50_length_286_cov_3.596226	-	187	279
7	U00096.2	+	374153	374223	NODE_50_length_286_cov_3.596226	-	196	284
8	U00096.2	+	374254	374324	NODE_50_length_286_cov_3.596226	-	196	284
8	U00096.2	+	374355	374425	NODE_50_length_286_cov_3.596226	-	196	284
18	U00096.2	+	489177	489265	NODE_50_length_286_cov_3.596226	-	191	279
10	U00096.2	+	698642	698730	NODE_50_length_286_cov_3.596226	-	191	279
12	U00096.2	+	740175	740266	NODE_50_length_286_cov_3.596226	-	195	286
8	U00096.2	+	757666	757734	NODE_50_length_286_cov_3.596226	-	188	279
17	U00096.2	+	769892	769981	NODE_50_length_286_cov_3.596226	-	191	279
15	U00096.2	+	844853	844937	NODE_50_length_286_cov_3.596226	-	196	279
14	U00096.2	+	898913	899001	NODE_50_length_286_cov_3.596226	-	191	279
16	U00096.2	+	983578	983666	NODE_50_length_286_cov_3.596226	-	191	279
11	U00096.2	+	1814203	1814291	NODE_50_length_286_cov_3.596226	-	191	279
19	U00096.2	+	1821349	1821437	NODE_50_length_286_cov_3.596226	-	191	279
18	U00096.2	+	1952438	1952535	NODE_50_length_286_cov_3.596226	-	182	279
9	U00096.2	+	1999991	2000075	NODE_50_length_286_cov_3.596226	-	196	279
4	U00096.2	+	2217646	2217685	NODE_50_length_286_cov_3.596226	-	196	235
14	U00096.2	+	2234556	2234642	NODE_50_length_286_cov_3.596226	-	197	286
4	U00096.2	+	2234671	2234719	NODE_50_length_286_cov_3.596226	-	196	244
22	U00096.2	+	2314893	2314990	NODE_50_length_286_cov_3.596226	-	185	286
6	U00096.2	+	2315007	2315055	NODE_50_length_286_cov_3.596226	-	185	233
7	U00096.2	+	2345180	2345246	NODE_50_length_286_cov_3.596226	-	195	286
11	U00096.2	+	2441800	2441872	NODE_50_length_286_cov_3.596226	-	186	284
13	U00096.2	+	2536551	2536639	NODE_50_length_286_cov_3.596226	-	191	279
12	U00096.2	+	2840441	2840508	NODE_50_length_286_cov_3.596226	-	193	279
17	U00096.2	+	2915904	2915989	NODE_50_length_286_cov_3.596226	-	191	277
20	U00096.2	+	3010473	3010561	NODE_50_length_286_cov_3.596226	-	191	279
9	U00096.2	+	3068023	3068107	NODE_50_length_286_cov_3.596226	-	195	279
9	U00096.2	+	3099713	3099762	NODE_50_length_286_cov_3.596226	-	192	241
17	U00096.2	+	3148723	3148815	NODE_50_length_286_cov_3.596226	-	188	279
2	U00096.2	+	3214662	3214700	NODE_50_length_286_cov_3.596226	-	192	230
25	U00096.2	+	3250077	3250169	NODE_50_length_286_cov_3.596226	-	187	279
22	U00096.2	+	3253238	3253326	NODE_50_length_286_cov_3.596226	-	196	286
15	U00096.2	+	3328476	3328564	NODE_50_length_286_cov_3.596226	-	191	279
19	U00096.2	+	3523494	3523581	NODE_50_length_286_cov_3.596226	-	191	278
11	U00096.2	+	3590585	3590670	NODE_50_length_286_cov_3.596226	-	195	279
10	U00096.2	+	3637226	3637314	NODE_50_length_286_cov_3.596226	-	191	279
10	U00096.2	+	3703980	3704068	NODE_50_length_286_cov_3.596226	-	191	279
9	U00096.2	+	3875608	3875691	NODE_50_length_286_cov_3.596226	-	196	279
21	U00096.2	+	3982229	3982331	NODE_50_length_286_cov_3.596226	-	184	286
16	U00096.2	+	4078037	4078125	NODE_50_length_286_cov_3.596226	-	191	279
51	U00096.2	+	4101433	4101619	NODE_50_length_286_cov_3.596226	-	62	236
16	U00096.2	+	4125962	4126056	NODE_50_length_286_cov_3.596226	-	184	279
9	U00096.2	+	4135809	4135894	NODE_50_length_286_cov_3.596226	-	194	279
26	U00096.2	+	4151422	4151512	NODE_50_length_286_cov_3.596226	-	183	285
26	U00096.2	+	4151545	4151635	NODE_50_length_286_cov_3.596226	-	183	285
13	U00096.2	+	4264905	4264969	NODE_50_length_286_cov_3.596226	-	191	255
12	U00096.2	+	4407170	4407257	NODE_50_length_286_cov_3.596226	-	191	278
16	U00096.2	+	4631148	4631236	NODE_50_length_286_cov_3.596226	-	187	284
2	U00096.2	+	39197	39232	NODE_51_length_443_cov_2.023697	+	1	36
1	U00096.2	+	66607	66656	NODE_51_length_443_cov_2.023697	+	1	50
1	U00096.2	+	66692	66741	NODE_51_length_443_cov_2.023697	+	1	50
6	U00096.2	+	66777	66826	NODE_51_length_443_cov_2.023697	+	1	50
6	U00096.2	+	374306	374362	NODE_51_length_443_cov_2.023697	+	1	50
6	U00096.2	+	374407	374463	NODE_51_length_443_cov_2.023697	+	1	50
6	U00096.2	+	374508	374564	NODE_51_length_443_cov_2.023697	+	1	50
6	U00096.2	+	757632	757681	NODE_51_length_443_cov_2.023697	+	1	50
8	U00096.2	+	836808	836857	NODE_51_length_443_cov_2.023697	+	1	50
8	U00096.2	+	2175430	2175479	NODE_51_length_443_cov_2.023697	+	1	50
4	U00096.2	+	2345226	2345275	NODE_51_length_443_cov_2.023697	+	1	50
9	U00096.2	+	2345314	2345383	NODE_51_length_443_cov_2.023697	+	1	64
0	U00096.2	+	2428999	2429034	NODE_51_length_443_cov_2.023697	+	1	36
5	U00096.2	+	3096483	3096532	NODE_51_length_443_cov_2.023697	+	1	50
3	U00096.2	+	3201214	3201263	NODE_51_length_443_cov_2.023697	+	1	50
7	U00096.2	+	3215509	3215572	NODE_51_length_443_cov_2.023697	+	1	63
7	U00096.2	+	3311274	3311323	NODE_51_length_443_cov_2.023697	+	1	50
8	U00096.2	+	3752929	3752978	NODE_51_length_443_cov_2.023697	+	1	50
1	U00096.2	+	4323925	4323960	NODE_51_length_443_cov_2.023697	+	1	36
1	U00096.2	+	4324025	4324060	NODE_51_length_443_cov_2.023697	+	1	36
1	U00096.2	+	4324125	4324160	NODE_51_length_443_cov_2.023697	+	1	36
1	U00096.2	+	4324225	4324260	NODE_51_length_443_cov_2.023697	+	1	36
1	U00096.2	+	4324325	4324360	NODE_51_length_443_cov_2.023697	+	1	36
4	U00096.2	+	4631218	4631262	NODE_51_length_443_cov_2.023697	+	1	45
0	U00096.2	+	5158	5600	NODE_51_length_443_cov_2.023697	-	1	443
4	U00096.2	+	111457	111511	NODE_51_length_443_cov_2.023697	-	394	442
2	U00096.2	+	173504	173539	NODE_51_length_443_cov_2.023697	-	408	443
3	U00096.2	+	216082	216137	NODE_51_length_443_cov_2.023697	-	394	443
5	U00096.2	+	247485	247541	NODE_51_length_443_cov_2.023697	-	394	443
5	U00096.2	+	248227	248283	NODE_51_length_443_cov_2.023697	-	394	443
9	U00096.2	+	349001	349050	NODE_51_length_443_cov_2.023697	-	394	443
9	U00096.2	+	349094	349143	NODE_51_length_443_cov_2.023697	-	394	443
1	U00096.2	+	353958	353993	NODE_51_length_443_cov_2.023697	-	408	443
8	U00096.2	+	500702	500751	NODE_51_length_443_cov_2.023697	-	394	443
6	U00096.2	+	762013	762061	NODE_51_length_443_cov_2.023697	-	395	443
2	U00096.2	+	900023	900058	NODE_51_length_443_cov_2.023697	-	408	443
1	U00096.2	+	2116490	2116525	NODE_51_length_443_cov_2.023697	-	408	443
2	U00096.2	+	2116572	2116621	NODE_51_length_443_cov_2.023697	-	394	443
3	U00096.2	+	2302466	2302528	NODE_51_length_443_cov_2.023697	-	394	443
3	U00096.2	+	2302579	2302641	NODE_51_length_443_cov_2.023697	-	394	443
4	U00096.2	+	2302692	2302754	NODE_51_length_443_cov_2.023697	-	394	443
3	U00096.2	+	2302805	2302867	NODE_51_length_443_cov_2.023697	-	394	443
4	U00096.2	+	2302918	2302980	NODE_51_length_443_cov_2.023697	-	394	443
98	U00096.2	+	2509051	2509409	NODE_51_length_443_cov_2.023697	-	111	443
2	U00096.2	+	2537629	2537664	NODE_51_length_443_cov_2.023697	-	408	443
3	U00096.2	+	2806197	2806236	NODE_51_length_443_cov_2.023697	-	404	443
5	U00096.2	+	3040329	3040376	NODE_51_length_443_cov_2.023697	-	394	441
4	U00096.2	+	3040440	3040497	NODE_51_length_443_cov_2.023697	-	393	443
4	U00096.2	+	3137670	3137725	NODE_51_length_443_cov_2.023697	-	394	443
1	U00096.2	+	3706345	3706380	NODE_51_length_443_cov_2.023697	-	408	443
4	U00096.2	+	4025520	4025576	NODE_51_length_443_cov_2.023697	-	394	443
4	U00096.2	+	4092366	4092415	NODE_51_length_443_cov_2.023697	-	394	443
4	U00096.2	+	4092458	4092507	NODE_51_length_443_cov_2.023697	-	394	443
4	U00096.2	+	4092550	4092599	NODE_51_length_443_cov_2.023697	-	394	443
4	U00096.2	+	4092642	4092691	NODE_51_length_443_cov_2.023697	-	394	443
23	U00096.2	+	4233417	4233520	NODE_51_length_443_cov_2.023697	-	347	443
7	U00096.2	+	4243142	4243191	NODE_51_length_443_cov_2.023697	-	394	443
5	U00096.2	+	4247371	4247420	NODE_51_length_443_cov_2.023697	-	394	443
4	U00096.2	+	4283352	4283401	NODE_51_length_443_cov_2.023697	-	394	443
6	U00096.2	+	4458424	4458471	NODE_51_length_443_cov_2.023697	-	394	441
3	U00096.2	+	4482352	4482391	NODE_51_length_443_cov_2.023697	-	404	443
0	U00096.2	+	55754	56388	NODE_52_length_635_cov_3.402280	-	1	635
82	U00096.2	+	59040	59276	NODE_53_length_279_cov_2.011628	+	2	234
37	U00096.2	+	59053	59250	NODE_53_length_279_cov_2.011628	+	1	198
0	U00096.2	+	59068	59346	NODE_53_length_279_cov_2.011628	+	1	279
40	U00096.2	+	59083	59265	NODE_53_length_279_cov_2.011628	+	1	183
0	U00096.2	+	59053	59088	NODE_54_length_36_cov_2.000000	-	1	36
1	U00096.2	+	59068	59103	NODE_54_length_36_cov_2.000000	-	1	36
0	U00096.2	+	24420	25375	NODE_55_length_956_cov_1.852406	-	1	956
0	U00096.2	+	75070	75420	NODE_56_length_351_cov_2.121212	-	1	351
14	U00096.2	+	1049003	1049784	NODE_57_length_842_cov_7.353228	+	1	782
3	U00096.2	+	3581453	3582222	NODE_57_length_842_cov_7.353228	+	1	770
75	U00096.2	+	4516497	4517268	NODE_57_length_842_cov_7.353228	+	1	772
1	U00096.2	+	19720	20561	NODE_57_length_842_cov_7.353228	-	1	842
9	U00096.2	+	278385	279152	NODE_57_length_842_cov_7.353228	-	75	842
8	U00096.2	+	289858	290623	NODE_57_length_842_cov_7.353228	-	77	842
1	U00096.2	+	1976527	1977292	NODE_57_length_842_cov_7.353228	-	77	842
0	U00096.2	+	50382	50665	NODE_58_length_284_cov_1.482890	-	1	284
0	U00096.2	+	33664	34081	NODE_59_length_418_cov_2.355164	-	1	418
0	U00096.2	+	93040	93237	NODE_60_length_198_cov_2.214689	+	1	198
0	U00096.2	+	11778	12205	NODE_61_length_428_cov_2.454545	+	1	428
0	U00096.2	+	2109	2379	NODE_62_length_271_cov_1.108000	+	1	271
101	U00096.2	+	4129627	4129881	NODE_62_length_271_cov_1.108000	+	15	270
0	U00096.2	+	31579	31839	NODE_63_length_261_cov_2.250000	-	1	261
0	U00096.2	+	75720	75981	NODE_64_length_262_cov_2.539419	+	1	262
0	U00096.2	+	25550	25911	NODE_65_length_362_cov_2.158358	+	1	362
19	U00096.2	+	138676	138801	NODE_65_length_362_cov_2.158358	+	143	251
13	U00096.2	+	173503	173591	NODE_65_length_362_cov_2.158358	+	160	249
6	U00096.2	+	216053	216100	NODE_65_length_362_cov_2.158358	+	211	258
1	U00096.2	+	244128	244163	NODE_65_length_362_cov_2.158358	+	212	247
15	U00096.2	+	248146	248234	NODE_65_length_362_cov_2.158358	+	160	247
18	U00096.2	+	376558	376646	NODE_65_length_362_cov_2.158358	+	160	247
23	U00096.2	+	376645	376746	NODE_65_length_362_cov_2.158358	+	147	247
18	U00096.2	+	410297	410393	NODE_65_length_362_cov_2.158358	+	156	251
17	U00096.2	+	410403	410497	NODE_65_length_362_cov_2.158358	+	160	251
3	U00096.2	+	500666	500702	NODE_65_length_362_cov_2.158358	+	211	247
8	U00096.2	+	507784	507840	NODE_65_length_362_cov_2.158358	+	190	247
13	U00096.2	+	507853	507941	NODE_65_length_362_cov_2.158358	+	160	247
13	U00096.2	+	507954	508042	NODE_65_length_362_cov_2.158358	+	160	247
9	U00096.2	+	550646	550739	NODE_65_length_362_cov_2.158358	+	160	252
15	U00096.2	+	609338	609442	NODE_65_length_362_cov_2.158358	+	159	251
2	U00096.2	+	631336	631372	NODE_65_length_362_cov_2.158358	+	211	247
26	U00096.2	+	707030	707172	NODE_65_length_362_cov_2.158358	+	136	261
15	U00096.2	+	714470	714589	NODE_65_length_362_cov_2.158358	+	149	251
16	U00096.2	+	805026	805113	NODE_65_length_362_cov_2.158358	+	160	247
9	U00096.2	+	805119	805207	NODE_65_length_362_cov_2.158358	+	160	249
20	U00096.2	+	814777	814909	NODE_65_length_362_cov_2.158358	+	137	251
12	U00096.2	+	831510	831610	NODE_65_length_362_cov_2.158358	+	159	247
14	U00096.2	+	1067571	1067679	NODE_65_length_362_cov_2.158358	+	155	251
17	U00096.2	+	1083904	1083992	NODE_65_length_362_cov_2.158358	+	160	248
12	U00096.2	+	1112639	1112742	NODE_65_length_362_cov_2.158358	+	160	251
2	U00096.2	+	1133871	1133911	NODE_65_length_362_cov_2.158358	+	211	251
20	U00096.2	+	1689432	1689550	NODE_65_length_362_cov_2.158358	+	143	251
16	U00096.2	+	2116489	2116579	NODE_65_length_362_cov_2.158358	+	160	247
17	U00096.2	+	2289221	2289325	NODE_65_length_362_cov_2.158358	+	159	251
8	U00096.2	+	2338334	2338418	NODE_65_length_362_cov_2.158358	+	160	248
27	U00096.2	+	2509360	2509467	NODE_65_length_362_cov_2.158358	+	147	252
14	U00096.2	+	2547486	2547585	NODE_65_length_362_cov_2.158358	+	159	246
2	U00096.2	+	2579683	2579721	NODE_65_length_362_cov_2.158358	+	160	198
4	U00096.2	+	2590991	2591035	NODE_65_length_362_cov_2.158358	+	204	248
11	U00096.2	+	2652991	2653089	NODE_65_length_362_cov_2.158358	+	160	247
14	U00096.2	+	2682132	2682241	NODE_65_length_362_cov_2.158358	+	154	251
17	U00096.2	+	2712303	2712408	NODE_65_length_362_cov_2.158358	+	159	252
22	U00096.2	+	2833088	2833188	NODE_65_length_362_cov_2.158358	+	160	264
14	U00096.2	+	2943917	2944019	NODE_65_length_362_cov_2.158358	+	160	251
10	U00096.2	+	3080777	3080864	NODE_65_length_362_cov_2.158358	+	160	252
1	U00096.2	+	3137645	3137678	NODE_65_length_362_cov_2.158358	+	215	248
28	U00096.2	+	3232614	3232746	NODE_65_length_362_cov_2.158358	+	120	247
16	U00096.2	+	3267743	3267847	NODE_65_length_362_cov_2.158358	+	160	252
28	U00096.2	+	3510495	3510627	NODE_65_length_362_cov_2.158358	+	120	251
10	U00096.2	+	3537738	3537803	NODE_65_length_362_cov_2.158358	+	188	248
13	U00096.2	+	3596419	3596523	NODE_65_length_362_cov_2.158358	+	160	251
6	U00096.2	+	3674201	3674245	NODE_65_length_362_cov_2.158358	+	207	251
18	U00096.2	+	3738965	3739089	NODE_65_length_362_cov_2.158358	+	136	251
13	U00096.2	+	3772258	3772357	NODE_65_length_362_cov_2.158358	+	160	246
2	U00096.2	+	3851734	3851770	NODE_65_length_362_cov_2.158358	+	160	196
3	U00096.2	+	3906437	3906476	NODE_65_length_362_cov_2.158358	+	210	249
12	U00096.2	+	3998167	3998276	NODE_65_length_362_cov_2.158358	+	155	247
13	U00096.2	+	4025338	4025430	NODE_65_length_362_cov_2.158358	+	154	248
12	U00096.2	+	4025442	4025528	NODE_65_length_362_cov_2.158358	+	160	248
11	U00096.2	+	4025540	4025627	NODE_65_length_362_cov_2.158358	+	160	248
2	U00096.2	+	4051551	4051587	NODE_65_length_362_cov_2.158358	+	211	247
18	U00096.2	+	4061546	4061617	NODE_65_length_362_cov_2.158358	+	176	247
14	U00096.2	+	4092655	4092741	NODE_65_length_362_cov_2.158358	+	160	247
30	U00096.2	+	4106552	4106692	NODE_65_length_362_cov_2.158358	+	116	247
3	U00096.2	+	4216450	4216494	NODE_65_length_362_cov_2.158358	+	200	248
13	U00096.2	+	4216506	4216592	NODE_65_length_362_cov_2.158358	+	160	248
1	U00096.2	+	4233444	4233479	NODE_65_length_362_cov_2.158358	+	213	248
14	U00096.2	+	4243154	4243241	NODE_65_length_362_cov_2.158358	+	159	247
4	U00096.2	+	4247339	4247379	NODE_65_length_362_cov_2.158358	+	208	248
11	U00096.2	+	4247385	4247473	NODE_65_length_362_cov_2.158358	+	161	251
0	U00096.2	+	4283325	4283360	NODE_65_length_362_cov_2.158358	+	213	248
10	U00096.2	+	4315939	4316023	NODE_65_length_362_cov_2.158358	+	160	247
15	U00096.2	+	4371201	4371319	NODE_65_length_362_cov_2.158358	+	136	247
8	U00096.2	+	4448955	4449002	NODE_65_length_362_cov_2.158358	+	201	248
1	U00096.2	+	4455207	4455242	NODE_65_length_362_cov_2.158358	+	212	247
14	U00096.2	+	4458430	4458522	NODE_65_length_362_cov_2.158358	+	153	247
14	U00096.2	+	4482356	4482444	NODE_65_length_362_cov_2.158358	+	161	251
