#nmismatch	name1	strand1	start1	end1	name2	strand2	start2	end2
0	U00096.2	+	79176	79277	NODE_25_length_72_cov_1.569444	+	1	102
0	U00096.2	+	79279	79381	NODE_26_length_73_cov_1.917808	-	1	103
0	U00096.2	+	2257	2379	NODE_27_length_93_cov_1.086022	-	1	123
38	U00096.2	+	4129776	4129881	NODE_27_length_93_cov_1.086022	-	17	122
2	U00096.2	+	15377	16352	NODE_28_length_946_cov_2.979915	+	1	976
3	U00096.2	+	607220	608195	NODE_28_length_946_cov_2.979915	+	1	976
0	U00096.2	+	2512285	2513260	NODE_28_length_946_cov_2.979915	+	1	976
2	U00096.2	+	608549	608584	NODE_28_length_946_cov_2.979915	-	941	976
0	U00096.2	+	2793	2914	NODE_29_length_92_cov_2.608696	+	1	122
0	U00096.2	+	2931	3051	NODE_30_length_91_cov_1.956044	-	1	121
0	U00096.2	+	70258	70547	NODE_31_length_260_cov_2.053846	-	1	290
0	U00096.2	+	76916	77051	NODE_32_length_106_cov_2.471698	+	1	136
0	U00096.2	+	77064	77164	NODE_33_length_71_cov_2.323944	-	1	101
0	U00096.2	+	20570	20680	NODE_34_length_81_cov_2.271605	+	1	111
0	U00096.2	+	20713	20874	NODE_35_length_132_cov_2.242424	-	1	162
0	U00096.2	+	3218	3558	NODE_36_length_311_cov_2.623794	-	1	341
0	U00096.2	+	85374	85602	NODE_37_length_199_cov_1.718593	+	1	229
0	U00096.2	+	5879	6043	NODE_38_length_135_cov_1.859259	-	1	165
9	U00096.2	+	59028	59120	NODE_39_length_97_cov_2.247423	-	6	96
13	U00096.2	+	59029	59103	NODE_39_length_97_cov_2.247423	-	21	94
0	U00096.2	+	59040	59166	NODE_39_length_97_cov_2.247423	-	1	127
8	U00096.2	+	59054	59135	NODE_39_length_97_cov_2.247423	-	1	81
10	U00096.2	+	59069	59133	NODE_39_length_97_cov_2.247423	-	1	64
0	U00096.2	+	22027	22382	NODE_40_length_326_cov_2.570552	+	1	356
0	U00096.2	+	88623	89198	NODE_41_length_546_cov_2.564103	+	1	576
1	U00096.2	+	607219	607255	NODE_42_length_401_cov_3.047382	+	20	56
0	U00096.2	+	16331	16761	NODE_42_length_401_cov_3.047382	-	1	431
3	U00096.2	+	608174	608585	NODE_42_length_401_cov_3.047382	-	1	412
2	U00096.2	+	2513239	2513649	NODE_42_length_401_cov_3.047382	-	1	411
0	U00096.2	+	87136	87328	NODE_43_length_163_cov_1.496933	+	1	193
0	U00096.2	+	95941	96040	NODE_44_length_70_cov_1.828571	+	1	100
0	U00096.2	+	96034	96164	NODE_45_length_101_cov_2.079208	-	1	131
0	U00096.2	+	10952	11221	NODE_46_length_240_cov_2.275000	-	1	270
0	U00096.2	+	10768	10958	NODE_47_length_161_cov_2.378882	+	1	191
0	U00096.2	+	38693	38964	NODE_48_length_242_cov_1.433884	+	1	272
0	U00096.2	+	18563	18997	NODE_49_length_405_cov_2.654321	-	1	435
0	U00096.2	+	18414	18513	NODE_50_length_70_cov_1.400000	+	1	100
0	U00096.2	+	4328	4447	NODE_51_length_90_cov_2.977778	+	1	120
0	U00096.2	+	4471	4574	NODE_52_length_74_cov_2.783784	-	1	104
0	U00096.2	+	17116	17646	NODE_53_length_501_cov_1.762475	-	1	531
0	U00096.2	+	21518	21912	NODE_54_length_365_cov_2.613699	+	1	395
0	U00096.2	+	34895	34995	NODE_55_length_71_cov_1.915493	-	1	101
0	U00096.2	+	92922	93040	NODE_56_length_89_cov_2.516854	+	1	119
0	U00096.2	+	93048	93192	NODE_57_length_115_cov_2.556522	-	1	145
0	U00096.2	+	68274	68726	NODE_58_length_423_cov_2.685579	-	1	453
0	U00096.2	+	67082	67312	NODE_59_length_201_cov_2.980099	+	1	231
0	U00096.2	+	19720	19823	NODE_60_length_74_cov_2.770270	+	1	104
0	U00096.2	+	9078	9171	NODE_61_length_64_cov_1.562500	+	1	94
23	U00096.2	+	2577525	2577616	NODE_61_length_64_cov_1.562500	+	1	92
0	U00096.2	+	22791	22927	NODE_62_length_107_cov_1.560748	+	1	137
0	U00096.2	+	22905	23018	NODE_63_length_84_cov_1.880952	-	1	114
0	U00096.2	+	9606	9740	NODE_64_length_105_cov_2.000000	+	1	135
0	U00096.2	+	38267	38406	NODE_65_length_110_cov_1.236364	-	1	140
0	U00096.2	+	93842	94089	NODE_66_length_218_cov_1.490826	+	1	248
0	U00096.2	+	10163	10615	NODE_67_length_423_cov_2.645390	+	1	453
0	U00096.2	+	32522	32621	NODE_68_length_70_cov_1.485714	-	1	100
0	U00096.2	+	32286	32454	NODE_69_length_139_cov_1.661870	+	1	169
0	U00096.2	+	19144	19664	NODE_70_length_491_cov_2.405295	-	1	521
0	U00096.2	+	41999	42102	NODE_71_length_74_cov_2.554054	-	1	104
0	U00096.2	+	82916	83220	NODE_72_length_275_cov_2.032727	+	1	305
0	U00096.2	+	28617	28950	NODE_73_length_304_cov_1.493421	-	1	334
0	U00096.2	+	76545	76644	NODE_74_length_70_cov_1.585714	-	1	100
0	U00096.2	+	76392	76491	NODE_75_length_70_cov_2.271429	+	1	100
0	U00096.2	+	89184	89415	NODE_76_length_202_cov_2.975248	+	1	232
0	U00096.2	+	79502	79776	NODE_77_length_245_cov_1.885714	-	1	275
0	U00096.2	+	40616	40715	NODE_78_length_70_cov_1.342857	-	1	100
0	U00096.2	+	80063	80364	NODE_79_length_272_cov_1.555147	-	1	302
43	U00096.2	+	1775208	1775326	NODE_80_length_231_cov_2.259740	+	143	261
0	U00096.2	+	40280	40540	NODE_80_length_231_cov_2.259740	-	1	261
0	U00096.2	+	91590	91715	NODE_81_length_96_cov_1.447917	-	1	126
0	U00096.2	+	28080	28372	NODE_82_length_263_cov_1.802281	+	1	293
0	U00096.2	+	43821	44044	NODE_83_length_194_cov_1.742268	+	1	224
46	U00096.2	+	1779078	1779278	NODE_83_length_194_cov_1.742268	+	24	224
0	U00096.2	+	37408	38096	NODE_84_length_659_cov_2.280728	-	1	689
0	U00096.2	+	30116	30263	NODE_85_length_118_cov_1.601695	-	1	148
0	U00096.2	+	72206	72336	NODE_86_length_101_cov_1.247525	+	1	131
0	U00096.2	+	36729	36849	NODE_87_length_91_cov_2.021978	+	1	121
0	U00096.2	+	60588	60742	NODE_88_length_125_cov_1.232000	+	1	155
15	U00096.2	+	39150	39232	NODE_89_length_85_cov_2.588235	+	1	79
0	U00096.2	+	66564	66678	NODE_89_length_85_cov_2.588235	+	1	115
1	U00096.2	+	66649	66763	NODE_89_length_85_cov_2.588235	+	1	115
5	U00096.2	+	66734	66829	NODE_89_length_85_cov_2.588235	+	1	96
21	U00096.2	+	374153	374288	NODE_89_length_85_cov_2.588235	+	1	115
20	U00096.2	+	374254	374389	NODE_89_length_85_cov_2.588235	+	1	115
16	U00096.2	+	374355	374490	NODE_89_length_85_cov_2.588235	+	1	115
23	U00096.2	+	374456	374589	NODE_89_length_85_cov_2.588235	+	1	115
9	U00096.2	+	757632	757708	NODE_89_length_85_cov_2.588235	+	44	115
22	U00096.2	+	836782	836884	NODE_89_length_85_cov_2.588235	+	17	115
22	U00096.2	+	2175394	2175506	NODE_89_length_85_cov_2.588235	+	1	115
19	U00096.2	+	2345181	2345302	NODE_89_length_85_cov_2.588235	+	1	115
16	U00096.2	+	2345268	2345380	NODE_89_length_85_cov_2.588235	+	1	111
16	U00096.2	+	2428950	2429034	NODE_89_length_85_cov_2.588235	+	1	79
17	U00096.2	+	3091987	3092081	NODE_89_length_85_cov_2.588235	+	1	89
12	U00096.2	+	3096434	3096535	NODE_89_length_85_cov_2.588235	+	1	96
15	U00096.2	+	3201165	3201290	NODE_89_length_85_cov_2.588235	+	1	115
17	U00096.2	+	3215455	3215568	NODE_89_length_85_cov_2.588235	+	1	96
9	U00096.2	+	3311271	3311325	NODE_89_length_85_cov_2.588235	+	41	95
20	U00096.2	+	3752882	3752989	NODE_89_length_85_cov_2.588235	+	1	104
20	U00096.2	+	4323873	4324007	NODE_89_length_85_cov_2.588235	+	1	115
23	U00096.2	+	4323973	4324107	NODE_89_length_85_cov_2.588235	+	1	115
20	U00096.2	+	4324073	4324207	NODE_89_length_85_cov_2.588235	+	1	115
23	U00096.2	+	4324173	4324307	NODE_89_length_85_cov_2.588235	+	1	115
24	U00096.2	+	4324273	4324407	NODE_89_length_85_cov_2.588235	+	1	115
22	U00096.2	+	4432518	4432615	NODE_89_length_85_cov_2.588235	+	1	99
14	U00096.2	+	4631157	4631262	NODE_89_length_85_cov_2.588235	+	1	88
8	U00096.2	+	5551	5670	NODE_89_length_85_cov_2.588235	-	23	115
21	U00096.2	+	111430	111580	NODE_89_length_85_cov_2.588235	-	1	115
30	U00096.2	+	173471	173589	NODE_89_length_85_cov_2.588235	-	6	115
17	U00096.2	+	216055	216166	NODE_89_length_85_cov_2.588235	-	1	99
22	U00096.2	+	244129	244263	NODE_89_length_85_cov_2.588235	-	1	114
18	U00096.2	+	247458	247565	NODE_89_length_85_cov_2.588235	-	1	93
14	U00096.2	+	248145	248234	NODE_89_length_85_cov_2.588235	-	35	115
19	U00096.2	+	248200	248335	NODE_89_length_85_cov_2.588235	-	1	115
24	U00096.2	+	348813	348915	NODE_89_length_85_cov_2.588235	-	21	115
25	U00096.2	+	348880	349008	NODE_89_length_85_cov_2.588235	-	1	115
20	U00096.2	+	348973	349101	NODE_89_length_85_cov_2.588235	-	1	115
21	U00096.2	+	349066	349194	NODE_89_length_85_cov_2.588235	-	1	115
13	U00096.2	+	353911	353999	NODE_89_length_85_cov_2.588235	-	1	78
8	U00096.2	+	500668	500752	NODE_89_length_85_cov_2.588235	-	1	73
20	U00096.2	+	507806	507941	NODE_89_length_85_cov_2.588235	-	1	115
20	U00096.2	+	507907	508042	NODE_89_length_85_cov_2.588235	-	1	115
23	U00096.2	+	761985	762108	NODE_89_length_85_cov_2.588235	-	1	115
26	U00096.2	+	805079	805205	NODE_89_length_85_cov_2.588235	-	1	115
11	U00096.2	+	899972	900059	NODE_89_length_85_cov_2.588235	-	1	73
17	U00096.2	+	1083878	1083990	NODE_89_length_85_cov_2.588235	-	17	114
13	U00096.2	+	2116490	2116579	NODE_89_length_85_cov_2.588235	-	37	115
20	U00096.2	+	2116545	2116676	NODE_89_length_85_cov_2.588235	-	1	115
16	U00096.2	+	2144620	2144707	NODE_89_length_85_cov_2.588235	-	33	114
20	U00096.2	+	2302439	2302586	NODE_89_length_85_cov_2.588235	-	1	115
19	U00096.2	+	2302552	2302699	NODE_89_length_85_cov_2.588235	-	1	115
20	U00096.2	+	2302665	2302812	NODE_89_length_85_cov_2.588235	-	1	115
19	U00096.2	+	2302778	2302925	NODE_89_length_85_cov_2.588235	-	1	115
21	U00096.2	+	2302891	2303038	NODE_89_length_85_cov_2.588235	-	1	115
20	U00096.2	+	2509348	2509462	NODE_89_length_85_cov_2.588235	-	17	115
15	U00096.2	+	2537629	2537715	NODE_89_length_85_cov_2.588235	-	37	113
4	U00096.2	+	2806177	2806237	NODE_89_length_85_cov_2.588235	-	20	73
5	U00096.2	+	3040326	3040376	NODE_89_length_85_cov_2.588235	-	20	70
9	U00096.2	+	3040414	3040498	NODE_89_length_85_cov_2.588235	-	1	73
6	U00096.2	+	3137645	3137725	NODE_89_length_85_cov_2.588235	-	3	72
12	U00096.2	+	3706295	3706380	NODE_89_length_85_cov_2.588235	-	1	72
21	U00096.2	+	4025328	4025429	NODE_89_length_85_cov_2.588235	-	20	115
20	U00096.2	+	4025493	4025626	NODE_89_length_85_cov_2.588235	-	1	115
20	U00096.2	+	4092339	4092465	NODE_89_length_85_cov_2.588235	-	1	115
19	U00096.2	+	4092431	4092557	NODE_89_length_85_cov_2.588235	-	1	115
19	U00096.2	+	4092523	4092649	NODE_89_length_85_cov_2.588235	-	1	115
19	U00096.2	+	4092615	4092741	NODE_89_length_85_cov_2.588235	-	1	115
16	U00096.2	+	4216459	4216591	NODE_89_length_85_cov_2.588235	-	1	115
19	U00096.2	+	4233444	4233553	NODE_89_length_85_cov_2.588235	-	1	115
20	U00096.2	+	4243117	4243241	NODE_89_length_85_cov_2.588235	-	3	115
18	U00096.2	+	4247345	4247469	NODE_89_length_85_cov_2.588235	-	2	115
10	U00096.2	+	4283325	4283407	NODE_89_length_85_cov_2.588235	-	1	78
15	U00096.2	+	4315940	4316023	NODE_89_length_85_cov_2.588235	-	37	115
13	U00096.2	+	4458422	4458522	NODE_89_length_85_cov_2.588235	-	21	115
21	U00096.2	+	4482330	4482440	NODE_89_length_85_cov_2.588235	-	16	115
0	U00096.2	+	64817	64938	NODE_90_length_92_cov_2.815217	-	1	122
0	U00096.2	+	8379	8481	NODE_91_length_73_cov_1.917808	+	1	103
0	U00096.2	+	60110	60238	NODE_92_length_99_cov_1.313131	+	1	129
0	U00096.2	+	50966	51337	NODE_93_length_342_cov_1.602339	+	1	372
0	U00096.2	+	42764	43025	NODE_94_length_232_cov_1.159483	-	1	262
74	U00096.2	+	1777993	1778236	NODE_94_length_232_cov_1.159483	-	1	247
0	U00096.2	+	65542	65752	NODE_95_length_181_cov_1.430939	+	1	211
0	U00096.2	+	99540	99682	NODE_96_length_113_cov_1.336283	-	1	143
0	U00096.2	+	64242	64341	NODE_97_length_70_cov_1.400000	-	1	100
0	U00096.2	+	7300	7417	NODE_98_length_88_cov_2.170455	-	1	118
0	U00096.2	+	31579	31839	NODE_99_length_231_cov_2.064935	-	1	261
0	U00096.2	+	46492	46705	NODE_100_length_184_cov_1.820652	+	1	214
0	U00096.2	+	63016	63525	NODE_101_length_480_cov_2.275000	+	1	510
0	U00096.2	+	91955	92059	NODE_102_length_75_cov_1.280000	+	1	105
0	U00096.2	+	58651	58970	NODE_103_length_290_cov_1.810345	-	1	320
0	U00096.2	+	78687	78955	NODE_104_length_239_cov_1.380753	-	1	269
0	U00096.2	+	85061	85204	NODE_105_length_114_cov_2.105263	+	1	144
0	U00096.2	+	57016	57138	NODE_106_length_93_cov_2.010753	-	1	123
0	U00096.2	+	30588	30877	NODE_107_length_260_cov_1.511539	+	1	290
0	U00096.2	+	76709	76808	NODE_108_length_70_cov_1.828571	+	1	100
0	U00096.2	+	27983	28082	NODE_109_length_70_cov_1.371429	+	1	100
0	U00096.2	+	22475	22608	NODE_110_length_104_cov_1.384615	+	1	134
0	U00096.2	+	12483	12837	NODE_111_length_325_cov_2.083077	+	1	355
99	U00096.2	+	2656256	2656582	NODE_111_length_325_cov_2.083077	-	1	342
0	U00096.2	+	50146	50262	NODE_112_length_87_cov_1.586207	-	1	117
0	U00096.2	+	81103	81235	NODE_113_length_103_cov_1.359223	-	1	133
0	U00096.2	+	33673	33929	NODE_114_length_227_cov_2.986784	-	1	257
0	U00096.2	+	23094	23445	NODE_115_length_322_cov_1.829193	+	1	352
0	U00096.2	+	55754	56342	NODE_116_length_559_cov_3.220036	-	1	589
0	U00096.2	+	49639	49881	NODE_117_length_213_cov_1.619718	+	1	243
0	U00096.2	+	73438	73661	NODE_118_length_194_cov_1.195876	+	1	224
0	U00096.2	+	36460	36560	NODE_119_length_71_cov_3.394366	+	1	101
0	U00096.2	+	57170	57268	NODE_120_length_69_cov_1.782609	-	1	99
0	U00096.2	+	54016	54119	NODE_121_length_74_cov_3.081081	-	1	104
0	U00096.2	+	79749	79840	NODE_122_length_62_cov_2.596774	+	1	92
0	U00096.2	+	94297	94505	NODE_123_length_179_cov_2.106145	-	1	209
0	U00096.2	+	96285	96384	NODE_124_length_70_cov_1.600000	+	1	100
0	U00096.2	+	96441	96535	NODE_125_length_65_cov_1.369231	-	1	95
0	U00096.2	+	17009	17111	NODE_126_length_73_cov_1.712329	-	1	103
29	U00096.2	+	3720134	3720231	NODE_126_length_73_cov_1.712329	-	2	103
0	U00096.2	+	35079	35457	NODE_127_length_349_cov_1.848137	+	1	379
97	U00096.2	+	1462513	1462787	NODE_127_length_349_cov_1.848137	-	105	379
0	U00096.2	+	57299	57433	NODE_128_length_105_cov_1.552381	-	1	135
0	U00096.2	+	30260	30514	NODE_129_length_225_cov_1.382222	+	1	255
0	U00096.2	+	86537	86813	NODE_130_length_247_cov_1.700405	+	1	277
0	U00096.2	+	9195	9424	NODE_131_length_200_cov_1.715000	+	1	230
0	U00096.2	+	24420	24885	NODE_132_length_436_cov_2.149083	+	1	466
0	U00096.2	+	60946	61053	NODE_133_length_78_cov_2.705128	+	1	108
0	U00096.2	+	61068	61167	NODE_134_length_70_cov_1.957143	-	1	100
0	U00096.2	+	32995	33281	NODE_135_length_257_cov_1.587549	+	1	287
0	U00096.2	+	50865	50978	NODE_136_length_84_cov_1.035714	-	1	114
0	U00096.2	+	10082	10182	NODE_137_length_71_cov_2.492958	-	1	101
0	U00096.2	+	1065	1214	NODE_138_length_120_cov_1.158333	-	1	150
0	U00096.2	+	98650	98747	NODE_139_length_68_cov_1.779412	+	1	98
0	U00096.2	+	32835	32954	NODE_140_length_90_cov_1.733333	-	1	120
0	U00096.2	+	5158	5421	NODE_141_length_234_cov_1.970086	+	1	264
47	U00096.2	+	2509051	2509204	NODE_141_length_234_cov_1.970086	+	111	264
0	U00096.2	+	60748	60887	NODE_142_length_110_cov_1.500000	-	1	140
0	U00096.2	+	64082	64181	NODE_143_length_70_cov_2.200000	+	1	100
0	U00096.2	+	2418	2512	NODE_144_length_65_cov_1.753846	-	1	95
0	U00096.2	+	81814	81942	NODE_145_length_99_cov_1.747475	+	1	129
0	U00096.2	+	81986	82085	NODE_146_length_70_cov_1.457143	-	1	100
0	U00096.2	+	8245	8344	NODE_147_length_70_cov_2.442857	-	1	100
22	U00096.2	+	2576712	2576791	NODE_147_length_70_cov_2.442857	-	21	100
0	U00096.2	+	9816	9913	NODE_148_length_68_cov_1.985294	+	1	98
0	U00096.2	+	9939	10051	NODE_149_length_83_cov_3.036144	-	1	113
48	U00096.2	+	3477892	3478039	NODE_150_length_118_cov_2.754237	+	1	148
0	U00096.2	+	48365	48512	NODE_150_length_118_cov_2.754237	-	1	148
0	U00096.2	+	21424	21523	NODE_151_length_70_cov_2.000000	-	1	100
0	U00096.2	+	21287	21400	NODE_152_length_84_cov_3.023809	+	1	114
0	U00096.2	+	97518	97786	NODE_153_length_239_cov_2.535565	+	1	269
0	U00096.2	+	51424	51877	NODE_154_length_424_cov_2.259434	+	1	454
0	U00096.2	+	51893	51992	NODE_155_length_70_cov_2.057143	-	1	100
0	U00096.2	+	95704	95921	NODE_156_length_188_cov_1.404255	-	1	218
0	U00096.2	+	35964	36237	NODE_157_length_244_cov_2.577869	-	1	274
0	U00096.2	+	3561	3700	NODE_158_length_110_cov_1.536364	+	1	140
0	U00096.2	+	71634	71733	NODE_159_length_70_cov_2.228571	-	1	100
0	U00096.2	+	46968	47228	NODE_160_length_231_cov_2.337662	+	1	261
0	U00096.2	+	83300	83697	NODE_161_length_368_cov_2.062500	+	1	398
0	U00096.2	+	19805	20436	NODE_162_length_602_cov_7.767442	+	1	632
8	U00096.2	+	278396	279027	NODE_162_length_602_cov_7.767442	+	1	632
8	U00096.2	+	289867	290498	NODE_162_length_602_cov_7.767442	+	1	632
0	U00096.2	+	1976536	1977167	NODE_162_length_602_cov_7.767442	+	1	632
7	U00096.2	+	1049128	1049759	NODE_162_length_602_cov_7.767442	-	1	632
0	U00096.2	+	3581578	3582209	NODE_162_length_602_cov_7.767442	-	1	632
57	U00096.2	+	4516622	4517253	NODE_162_length_602_cov_7.767442	-	1	632
14	U00096.2	+	338943	339017	NODE_163_length_242_cov_3.380165	+	150	229
7	U00096.2	+	339062	339110	NODE_163_length_242_cov_3.380165	+	181	229
7	U00096.2	+	339155	339202	NODE_163_length_242_cov_3.380165	+	181	228
7	U00096.2	+	339248	339295	NODE_163_length_242_cov_3.380165	+	181	228
10	U00096.2	+	356701	356768	NODE_163_length_242_cov_3.380165	+	186	272
11	U00096.2	+	356898	356968	NODE_163_length_242_cov_3.380165	+	183	272
3	U00096.2	+	374153	374190	NODE_163_length_242_cov_3.380165	+	192	229
3	U00096.2	+	374254	374291	NODE_163_length_242_cov_3.380165	+	192	229
1	U00096.2	+	374355	374389	NODE_163_length_242_cov_3.380165	+	192	226
18	U00096.2	+	489177	489262	NODE_163_length_242_cov_3.380165	+	187	272
10	U00096.2	+	698642	698727	NODE_163_length_242_cov_3.380165	+	187	272
11	U00096.2	+	740175	740256	NODE_163_length_242_cov_3.380165	+	191	272
4	U00096.2	+	757666	757710	NODE_163_length_242_cov_3.380165	+	184	228
15	U00096.2	+	769892	769972	NODE_163_length_242_cov_3.380165	+	187	267
15	U00096.2	+	844853	844934	NODE_163_length_242_cov_3.380165	+	192	272
14	U00096.2	+	898913	898998	NODE_163_length_242_cov_3.380165	+	187	272
16	U00096.2	+	983578	983663	NODE_163_length_242_cov_3.380165	+	187	272
11	U00096.2	+	1814203	1814288	NODE_163_length_242_cov_3.380165	+	187	272
17	U00096.2	+	1821349	1821433	NODE_163_length_242_cov_3.380165	+	187	271
18	U00096.2	+	1952438	1952532	NODE_163_length_242_cov_3.380165	+	178	272
9	U00096.2	+	1999991	2000072	NODE_163_length_242_cov_3.380165	+	192	272
4	U00096.2	+	2217646	2217685	NODE_163_length_242_cov_3.380165	+	192	231
13	U00096.2	+	2234556	2234632	NODE_163_length_242_cov_3.380165	+	193	272
4	U00096.2	+	2234671	2234719	NODE_163_length_242_cov_3.380165	+	192	240
21	U00096.2	+	2314893	2314980	NODE_163_length_242_cov_3.380165	+	181	272
6	U00096.2	+	2315007	2315055	NODE_163_length_242_cov_3.380165	+	181	229
2	U00096.2	+	2345180	2345215	NODE_163_length_242_cov_3.380165	+	191	226
6	U00096.2	+	2441800	2441844	NODE_163_length_242_cov_3.380165	+	182	226
13	U00096.2	+	2536551	2536636	NODE_163_length_242_cov_3.380165	+	187	272
9	U00096.2	+	2840441	2840506	NODE_163_length_242_cov_3.380165	+	189	246
17	U00096.2	+	2915904	2915988	NODE_163_length_242_cov_3.380165	+	187	272
20	U00096.2	+	3010473	3010558	NODE_163_length_242_cov_3.380165	+	187	272
9	U00096.2	+	3068023	3068104	NODE_163_length_242_cov_3.380165	+	191	272
9	U00096.2	+	3099713	3099762	NODE_163_length_242_cov_3.380165	+	188	237
16	U00096.2	+	3148723	3148812	NODE_163_length_242_cov_3.380165	+	184	272
2	U00096.2	+	3214662	3214700	NODE_163_length_242_cov_3.380165	+	188	226
25	U00096.2	+	3250077	3250166	NODE_163_length_242_cov_3.380165	+	183	272
20	U00096.2	+	3253238	3253315	NODE_163_length_242_cov_3.380165	+	192	271
15	U00096.2	+	3328476	3328561	NODE_163_length_242_cov_3.380165	+	187	272
19	U00096.2	+	3523494	3523579	NODE_163_length_242_cov_3.380165	+	187	272
11	U00096.2	+	3590585	3590667	NODE_163_length_242_cov_3.380165	+	191	272
10	U00096.2	+	3637226	3637311	NODE_163_length_242_cov_3.380165	+	187	272
10	U00096.2	+	3703980	3704065	NODE_163_length_242_cov_3.380165	+	187	272
9	U00096.2	+	3875608	3875688	NODE_163_length_242_cov_3.380165	+	192	272
19	U00096.2	+	3982229	3982321	NODE_163_length_242_cov_3.380165	+	180	272
16	U00096.2	+	4078037	4078122	NODE_163_length_242_cov_3.380165	+	187	272
51	U00096.2	+	4101433	4101619	NODE_163_length_242_cov_3.380165	+	58	232
16	U00096.2	+	4125962	4126053	NODE_163_length_242_cov_3.380165	+	180	272
9	U00096.2	+	4135809	4135891	NODE_163_length_242_cov_3.380165	+	190	272
8	U00096.2	+	4151422	4151470	NODE_163_length_242_cov_3.380165	+	179	227
8	U00096.2	+	4151545	4151592	NODE_163_length_242_cov_3.380165	+	179	226
13	U00096.2	+	4264905	4264969	NODE_163_length_242_cov_3.380165	+	187	251
12	U00096.2	+	4407170	4407255	NODE_163_length_242_cov_3.380165	+	187	272
13	U00096.2	+	4631148	4631215	NODE_163_length_242_cov_3.380165	+	183	250
0	U00096.2	+	5590	5861	NODE_163_length_242_cov_3.380165	-	1	272
13	U00096.2	+	111502	111582	NODE_163_length_242_cov_3.380165	-	1	83
14	U00096.2	+	138717	138802	NODE_163_length_242_cov_3.380165	-	1	86
11	U00096.2	+	216023	216092	NODE_163_length_242_cov_3.380165	-	16	84
5	U00096.2	+	247450	247492	NODE_163_length_242_cov_3.380165	-	39	81
2	U00096.2	+	376611	376646	NODE_163_length_242_cov_3.380165	-	46	81
1	U00096.2	+	376711	376746	NODE_163_length_242_cov_3.380165	-	46	81
16	U00096.2	+	410355	410433	NODE_163_length_242_cov_3.380165	-	47	119
12	U00096.2	+	430210	430295	NODE_163_length_242_cov_3.380165	-	1	86
4	U00096.2	+	500665	500704	NODE_163_length_242_cov_3.380165	-	44	83
3	U00096.2	+	507802	507841	NODE_163_length_242_cov_3.380165	-	43	82
2	U00096.2	+	507907	507942	NODE_163_length_242_cov_3.380165	-	47	82
11	U00096.2	+	609358	609443	NODE_163_length_242_cov_3.380165	-	1	86
3	U00096.2	+	631332	631374	NODE_163_length_242_cov_3.380165	-	41	83
8	U00096.2	+	707078	707158	NODE_163_length_242_cov_3.380165	-	1	81
18	U00096.2	+	714505	714597	NODE_163_length_242_cov_3.380165	-	1	93
12	U00096.2	+	814826	814910	NODE_163_length_242_cov_3.380165	-	1	86
