#nmismatch	name1	strand1	start1	end1	name2	strand2	start2	end2
0	U00096.2	+	57016	57721	NODE_11_length_706_cov_0.946237	-	1	706
0	U00096.2	+	37408	38096	NODE_12_length_689_cov_1.503155	+	1	689
0	U00096.2	+	55754	56388	NODE_13_length_635_cov_2.018966	-	1	635
0	U00096.2	+	51424	52010	NODE_14_length_587_cov_1.385338	+	1	587
0	U00096.2	+	18414	18997	NODE_15_length_584_cov_1.489603	+	1	584
0	U00096.2	+	10755	11300	NODE_16_length_546_cov_1.429735	-	1	546
0	U00096.2	+	8474	9015	NODE_17_length_542_cov_1.763860	-	1	542
138	U00096.2	+	2576922	2577447	NODE_17_length_542_cov_1.763860	-	2	527
0	U00096.2	+	87136	87667	NODE_18_length_532_cov_1.098532	-	1	532
0	U00096.2	+	17116	17646	NODE_19_length_531_cov_1.155462	+	1	531
0	U00096.2	+	19144	19664	NODE_20_length_521_cov_1.568670	-	1	521
0	U00096.2	+	35070	35561	NODE_21_length_492_cov_1.192220	+	1	492
98	U00096.2	+	1462513	1462794	NODE_21_length_492_cov_1.192220	-	209	490
0	U00096.2	+	79881	80364	NODE_22_length_484_cov_1.027972	+	1	484
0	U00096.2	+	30116	30589	NODE_23_length_474_cov_0.871122	+	1	474
0	U00096.2	+	10163	10615	NODE_24_length_453_cov_1.806533	-	1	453
0	U00096.2	+	68274	68726	NODE_25_length_453_cov_1.783920	+	1	453
0	U00096.2	+	21932	22382	NODE_26_length_451_cov_1.661616	+	1	451
0	U00096.2	+	40280	40720	NODE_27_length_441_cov_1.067358	+	1	441
43	U00096.2	+	1775208	1775326	NODE_27_length_441_cov_1.067358	-	323	441
0	U00096.2	+	11778	12205	NODE_28_length_428_cov_1.469169	+	1	428
0	U00096.2	+	13749	14174	NODE_29_length_426_cov_1.188679	+	1	426
0	U00096.2	+	33664	34081	NODE_30_length_418_cov_1.451791	-	1	418
0	U00096.2	+	75968	76385	NODE_31_length_418_cov_1.104683	-	1	418
0	U00096.2	+	21518	21925	NODE_32_length_408_cov_1.745042	+	1	408
0	U00096.2	+	83291	83697	NODE_33_length_407_cov_1.346591	+	1	407
0	U00096.2	+	28544	28950	NODE_34_length_407_cov_0.920455	-	1	407
0	U00096.2	+	23871	24272	NODE_35_length_402_cov_1.270893	-	1	402
0	U00096.2	+	32281	32678	NODE_36_length_398_cov_0.909621	+	1	398
0	U00096.2	+	48127	48513	NODE_37_length_387_cov_1.222892	+	1	387
107	U00096.2	+	3477891	3478263	NODE_37_length_387_cov_1.222892	-	1	382
0	U00096.2	+	84148	84532	NODE_38_length_385_cov_1.087879	+	1	385
0	U00096.2	+	9532	9914	NODE_39_length_383_cov_1.085366	-	1	383
0	U00096.2	+	26057	26434	NODE_40_length_378_cov_1.030960	+	1	378
0	U00096.2	+	12483	12856	NODE_41_length_374_cov_1.329154	+	1	374
107	U00096.2	+	2656237	2656582	NODE_41_length_374_cov_1.329154	-	1	361
0	U00096.2	+	480	851	NODE_42_length_372_cov_1.258675	+	1	372
0	U00096.2	+	29698	30069	NODE_43_length_372_cov_1.129338	-	1	372
0	U00096.2	+	50966	51337	NODE_44_length_372_cov_1.097792	-	1	372
0	U00096.2	+	35964	36334	NODE_45_length_371_cov_1.544304	+	1	371
0	U00096.2	+	73431	73798	NODE_46_length_368_cov_0.814696	+	1	368
0	U00096.2	+	13163	13528	NODE_47_length_366_cov_1.909968	+	1	366
122	U00096.2	+	2655620	2655955	NODE_47_length_366_cov_1.909968	-	22	349
0	U00096.2	+	25550	25911	NODE_48_length_362_cov_1.078176	+	1	362
19	U00096.2	+	138676	138801	NODE_48_length_362_cov_1.078176	+	143	251
13	U00096.2	+	173503	173591	NODE_48_length_362_cov_1.078176	+	160	249
6	U00096.2	+	216053	216100	NODE_48_length_362_cov_1.078176	+	211	258
1	U00096.2	+	244128	244163	NODE_48_length_362_cov_1.078176	+	212	247
15	U00096.2	+	248146	248234	NODE_48_length_362_cov_1.078176	+	160	247
18	U00096.2	+	376558	376646	NODE_48_length_362_cov_1.078176	+	160	247
23	U00096.2	+	376645	376746	NODE_48_length_362_cov_1.078176	+	147	247
18	U00096.2	+	410297	410393	NODE_48_length_362_cov_1.078176	+	156	251
17	U00096.2	+	410403	410497	NODE_48_length_362_cov_1.078176	+	160	251
3	U00096.2	+	500666	500702	NODE_48_length_362_cov_1.078176	+	211	247
8	U00096.2	+	507784	507840	NODE_48_length_362_cov_1.078176	+	190	247
13	U00096.2	+	507853	507941	NODE_48_length_362_cov_1.078176	+	160	247
13	U00096.2	+	507954	508042	NODE_48_length_362_cov_1.078176	+	160	247
9	U00096.2	+	550646	550739	NODE_48_length_362_cov_1.078176	+	160	252
15	U00096.2	+	609338	609442	NODE_48_length_362_cov_1.078176	+	159	251
2	U00096.2	+	631336	631372	NODE_48_length_362_cov_1.078176	+	211	247
26	U00096.2	+	707030	707172	NODE_48_length_362_cov_1.078176	+	136	261
15	U00096.2	+	714470	714589	NODE_48_length_362_cov_1.078176	+	149	251
16	U00096.2	+	805026	805113	NODE_48_length_362_cov_1.078176	+	160	247
9	U00096.2	+	805119	805207	NODE_48_length_362_cov_1.078176	+	160	249
20	U00096.2	+	814777	814909	NODE_48_length_362_cov_1.078176	+	137	251
12	U00096.2	+	831510	831610	NODE_48_length_362_cov_1.078176	+	159	247
14	U00096.2	+	1067571	1067679	NODE_48_length_362_cov_1.078176	+	155	251
17	U00096.2	+	1083904	1083992	NODE_48_length_362_cov_1.078176	+	160	248
12	U00096.2	+	1112639	1112742	NODE_48_length_362_cov_1.078176	+	160	251
2	U00096.2	+	1133871	1133911	NODE_48_length_362_cov_1.078176	+	211	251
20	U00096.2	+	1689432	1689550	NODE_48_length_362_cov_1.078176	+	143	251
16	U00096.2	+	2116489	2116579	NODE_48_length_362_cov_1.078176	+	160	247
17	U00096.2	+	2289221	2289325	NODE_48_length_362_cov_1.078176	+	159	251
8	U00096.2	+	2338334	2338418	NODE_48_length_362_cov_1.078176	+	160	248
27	U00096.2	+	2509360	2509467	NODE_48_length_362_cov_1.078176	+	147	252
14	U00096.2	+	2547486	2547585	NODE_48_length_362_cov_1.078176	+	159	246
2	U00096.2	+	2579683	2579721	NODE_48_length_362_cov_1.078176	+	160	198
4	U00096.2	+	2590991	2591035	NODE_48_length_362_cov_1.078176	+	204	248
11	U00096.2	+	2652991	2653089	NODE_48_length_362_cov_1.078176	+	160	247
14	U00096.2	+	2682132	2682241	NODE_48_length_362_cov_1.078176	+	154	251
17	U00096.2	+	2712303	2712408	NODE_48_length_362_cov_1.078176	+	159	252
22	U00096.2	+	2833088	2833188	NODE_48_length_362_cov_1.078176	+	160	264
14	U00096.2	+	2943917	2944019	NODE_48_length_362_cov_1.078176	+	160	251
10	U00096.2	+	3080777	3080864	NODE_48_length_362_cov_1.078176	+	160	252
1	U00096.2	+	3137645	3137678	NODE_48_length_362_cov_1.078176	+	215	248
28	U00096.2	+	3232614	3232746	NODE_48_length_362_cov_1.078176	+	120	247
16	U00096.2	+	3267743	3267847	NODE_48_length_362_cov_1.078176	+	160	252
28	U00096.2	+	3510495	3510627	NODE_48_length_362_cov_1.078176	+	120	251
10	U00096.2	+	3537738	3537803	NODE_48_length_362_cov_1.078176	+	188	248
13	U00096.2	+	3596419	3596523	NODE_48_length_362_cov_1.078176	+	160	251
6	U00096.2	+	3674201	3674245	NODE_48_length_362_cov_1.078176	+	207	251
18	U00096.2	+	3738965	3739089	NODE_48_length_362_cov_1.078176	+	136	251
13	U00096.2	+	3772258	3772357	NODE_48_length_362_cov_1.078176	+	160	246
2	U00096.2	+	3851734	3851770	NODE_48_length_362_cov_1.078176	+	160	196
3	U00096.2	+	3906437	3906476	NODE_48_length_362_cov_1.078176	+	210	249
12	U00096.2	+	3998167	3998276	NODE_48_length_362_cov_1.078176	+	155	247
13	U00096.2	+	4025338	4025430	NODE_48_length_362_cov_1.078176	+	154	248
12	U00096.2	+	4025442	4025528	NODE_48_length_362_cov_1.078176	+	160	248
11	U00096.2	+	4025540	4025627	NODE_48_length_362_cov_1.078176	+	160	248
2	U00096.2	+	4051551	4051587	NODE_48_length_362_cov_1.078176	+	211	247
18	U00096.2	+	4061546	4061617	NODE_48_length_362_cov_1.078176	+	176	247
14	U00096.2	+	4092655	4092741	NODE_48_length_362_cov_1.078176	+	160	247
30	U00096.2	+	4106552	4106692	NODE_48_length_362_cov_1.078176	+	116	247
3	U00096.2	+	4216450	4216494	NODE_48_length_362_cov_1.078176	+	200	248
13	U00096.2	+	4216506	4216592	NODE_48_length_362_cov_1.078176	+	160	248
1	U00096.2	+	4233444	4233479	NODE_48_length_362_cov_1.078176	+	213	248
14	U00096.2	+	4243154	4243241	NODE_48_length_362_cov_1.078176	+	159	247
4	U00096.2	+	4247339	4247379	NODE_48_length_362_cov_1.078176	+	208	248
11	U00096.2	+	4247385	4247473	NODE_48_length_362_cov_1.078176	+	161	251
0	U00096.2	+	4283325	4283360	NODE_48_length_362_cov_1.078176	+	213	248
10	U00096.2	+	4315939	4316023	NODE_48_length_362_cov_1.078176	+	160	247
15	U00096.2	+	4371201	4371319	NODE_48_length_362_cov_1.078176	+	136	247
8	U00096.2	+	4448955	4449002	NODE_48_length_362_cov_1.078176	+	201	248
1	U00096.2	+	4455207	4455242	NODE_48_length_362_cov_1.078176	+	212	247
14	U00096.2	+	4458430	4458522	NODE_48_length_362_cov_1.078176	+	153	247
14	U00096.2	+	4482356	4482444	NODE_48_length_362_cov_1.078176	+	161	251
2	U00096.2	+	4552526	4552567	NODE_48_length_362_cov_1.078176	+	211	252
1	U00096.2	+	4612279	4612314	NODE_48_length_362_cov_1.078176	+	212	247
13	U00096.2	+	4612327	4612415	NODE_48_length_362_cov_1.078176	+	160	247
15	U00096.2	+	4612428	4612516	NODE_48_length_362_cov_1.078176	+	160	247
14	U00096.2	+	4612529	4612617	NODE_48_length_362_cov_1.078176	+	160	247
11	U00096.2	+	4626765	4626868	NODE_48_length_362_cov_1.078176	+	160	247
14	U00096.2	+	39150	39234	NODE_48_length_362_cov_1.078176	-	116	204
19	U00096.2	+	338976	339074	NODE_48_length_362_cov_1.078176	-	112	216
10	U00096.2	+	339072	339154	NODE_48_length_362_cov_1.078176	-	115	203
19	U00096.2	+	339166	339260	NODE_48_length_362_cov_1.078176	-	116	216
11	U00096.2	+	339258	339340	NODE_48_length_362_cov_1.078176	-	115	204
13	U00096.2	+	356703	356787	NODE_48_length_362_cov_1.078176	-	112	203
13	U00096.2	+	356903	356987	NODE_48_length_362_cov_1.078176	-	112	203
14	U00096.2	+	374153	374241	NODE_48_length_362_cov_1.078176	-	116	203
11	U00096.2	+	374254	374342	NODE_48_length_362_cov_1.078176	-	116	203
13	U00096.2	+	374355	374443	NODE_48_length_362_cov_1.078176	-	116	203
10	U00096.2	+	374456	374544	NODE_48_length_362_cov_1.078176	-	116	203
15	U00096.2	+	489178	489282	NODE_48_length_362_cov_1.078176	-	112	204
15	U00096.2	+	698643	698747	NODE_48_length_362_cov_1.078176	-	112	204
14	U00096.2	+	740176	740283	NODE_48_length_362_cov_1.078176	-	116	203
13	U00096.2	+	757674	757749	NODE_48_length_362_cov_1.078176	-	116	202
2	U00096.2	+	836849	836889	NODE_48_length_362_cov_1.078176	-	115	155
15	U00096.2	+	844849	844965	NODE_48_length_362_cov_1.078176	-	112	215
15	U00096.2	+	898914	899017	NODE_48_length_362_cov_1.078176	-	112	203
44	U00096.2	+	1380795	1380965	NODE_48_length_362_cov_1.078176	-	29	203
12	U00096.2	+	1532905	1532966	NODE_48_length_362_cov_1.078176	-	115	180
13	U00096.2	+	1814204	1814308	NODE_48_length_362_cov_1.078176	-	112	204
15	U00096.2	+	1952447	1952552	NODE_48_length_362_cov_1.078176	-	111	204
12	U00096.2	+	1999990	2000091	NODE_48_length_362_cov_1.078176	-	115	203
1	U00096.2	+	2131454	2131490	NODE_48_length_362_cov_1.078176	-	115	151
14	U00096.2	+	2175471	2175537	NODE_48_length_362_cov_1.078176	-	115	189
2	U00096.2	+	2234670	2234707	NODE_48_length_362_cov_1.078176	-	115	152
9	U00096.2	+	2314903	2315006	NODE_48_length_362_cov_1.078176	-	115	203
3	U00096.2	+	2315018	2315058	NODE_48_length_362_cov_1.078176	-	116	156
18	U00096.2	+	2345158	2345261	NODE_48_length_362_cov_1.078176	-	87	202
12	U00096.2	+	2345268	2345350	NODE_48_length_362_cov_1.078176	-	116	203
16	U00096.2	+	2428950	2429037	NODE_48_length_362_cov_1.078176	-	116	205
27	U00096.2	+	2441777	2441891	NODE_48_length_362_cov_1.078176	-	76	203
11	U00096.2	+	2536552	2536656	NODE_48_length_362_cov_1.078176	-	112	204
12	U00096.2	+	2660421	2660506	NODE_48_length_362_cov_1.078176	-	116	203
35	U00096.2	+	2660512	2660674	NODE_48_length_362_cov_1.078176	-	116	262
13	U00096.2	+	2840444	2840534	NODE_48_length_362_cov_1.078176	-	116	215
3	U00096.2	+	2915905	2915945	NODE_48_length_362_cov_1.078176	-	112	152
25	U00096.2	+	3068024	3068154	NODE_48_length_362_cov_1.078176	-	116	249
15	U00096.2	+	3201162	3201249	NODE_48_length_362_cov_1.078176	-	113	202
2	U00096.2	+	3201255	3201291	NODE_48_length_362_cov_1.078176	-	115	151
1	U00096.2	+	3214667	3214701	NODE_48_length_362_cov_1.078176	-	117	151
13	U00096.2	+	3253237	3253346	NODE_48_length_362_cov_1.078176	-	115	207
15	U00096.2	+	3328477	3328597	NODE_48_length_362_cov_1.078176	-	112	214
26	U00096.2	+	3390065	3390183	NODE_48_length_362_cov_1.078176	-	91	203
15	U00096.2	+	3390189	3390274	NODE_48_length_362_cov_1.078176	-	116	203
14	U00096.2	+	3390280	3390365	NODE_48_length_362_cov_1.078176	-	116	203
4	U00096.2	+	3390371	3390409	NODE_48_length_362_cov_1.078176	-	116	154
2	U00096.2	+	3502806	3502843	NODE_48_length_362_cov_1.078176	-	165	202
20	U00096.2	+	3545872	3545996	NODE_48_length_362_cov_1.078176	-	91	203
15	U00096.2	+	3590582	3590686	NODE_48_length_362_cov_1.078176	-	112	203
13	U00096.2	+	3637227	3637330	NODE_48_length_362_cov_1.078176	-	112	203
9	U00096.2	+	3672404	3672496	NODE_48_length_362_cov_1.078176	-	117	202
13	U00096.2	+	3703981	3704084	NODE_48_length_362_cov_1.078176	-	112	203
15	U00096.2	+	3752878	3752965	NODE_48_length_362_cov_1.078176	-	112	203
20	U00096.2	+	3875597	3875707	NODE_48_length_362_cov_1.078176	-	105	203
1	U00096.2	+	3960725	3960759	NODE_48_length_362_cov_1.078176	-	169	203
7	U00096.2	+	3982241	3982350	NODE_48_length_362_cov_1.078176	-	115	206
13	U00096.2	+	4078038	4078141	NODE_48_length_362_cov_1.078176	-	112	203
6	U00096.2	+	4101579	4101623	NODE_48_length_362_cov_1.078176	-	116	160
12	U00096.2	+	4125970	4126071	NODE_48_length_362_cov_1.078176	-	112	202
6	U00096.2	+	4146451	4146535	NODE_48_length_362_cov_1.078176	-	115	203
13	U00096.2	+	4151558	4151652	NODE_48_length_362_cov_1.078176	-	116	203
15	U00096.2	+	4323868	4323962	NODE_48_length_362_cov_1.078176	-	111	204
13	U00096.2	+	4323972	4324062	NODE_48_length_362_cov_1.078176	-	115	204
12	U00096.2	+	4324072	4324162	NODE_48_length_362_cov_1.078176	-	115	204
15	U00096.2	+	4324168	4324262	NODE_48_length_362_cov_1.078176	-	111	204
13	U00096.2	+	4324272	4324361	NODE_48_length_362_cov_1.078176	-	115	203
10	U00096.2	+	4372517	4372604	NODE_48_length_362_cov_1.078176	-	113	180
11	U00096.2	+	4407171	4407271	NODE_48_length_362_cov_1.078176	-	112	189
13	U00096.2	+	4468399	4468491	NODE_48_length_362_cov_1.078176	-	112	202
7	U00096.2	+	4547798	4547842	NODE_48_length_362_cov_1.078176	-	159	203
0	U00096.2	+	94297	94656	NODE_49_length_360_cov_1.124590	+	1	360
0	U00096.2	+	34297	34655	NODE_50_length_359_cov_1.174342	-	1	359
0	U00096.2	+	92233	92591	NODE_51_length_359_cov_0.960526	+	1	359
0	U00096.2	+	69908	70262	NODE_52_length_355_cov_1.330000	-	1	355
0	U00096.2	+	23094	23448	NODE_53_length_355_cov_1.223333	+	1	355
0	U00096.2	+	58651	59005	NODE_54_length_355_cov_1.200000	+	1	355
0	U00096.2	+	75070	75420	NODE_55_length_351_cov_1.331081	-	1	351
0	U00096.2	+	42336	42686	NODE_56_length_351_cov_1.064189	+	1	351
94	U00096.2	+	1777632	1777915	NODE_56_length_351_cov_1.064189	+	59	351
0	U00096.2	+	79502	79848	NODE_57_length_347_cov_1.304795	-	1	347
0	U00096.2	+	9078	9424	NODE_58_length_347_cov_0.996575	-	1	347
23	U00096.2	+	2577525	2577616	NODE_58_length_347_cov_0.996575	-	1	92
123	U00096.2	+	3850319	3850648	NODE_59_length_343_cov_1.381944	+	1	330
0	U00096.2	+	85749	86091	NODE_59_length_343_cov_1.381944	-	1	343
124	U00096.2	+	3948691	3948988	NODE_59_length_343_cov_1.381944	-	2	299
0	U00096.2	+	3218	3558	NODE_60_length_341_cov_1.713287	+	1	341
0	U00096.2	+	59006	59346	NODE_61_length_341_cov_1.178322	+	1	341
41	U00096.2	+	59028	59250	NODE_61_length_341_cov_1.178322	+	40	260
85	U00096.2	+	59029	59276	NODE_61_length_341_cov_1.178322	+	55	296
44	U00096.2	+	59045	59265	NODE_61_length_341_cov_1.178322	+	23	245
85	U00096.2	+	59060	59301	NODE_61_length_341_cov_1.178322	+	24	271
0	U00096.2	+	58113	58449	NODE_62_length_337_cov_1.429078	+	1	337
5	U00096.2	+	4532752	4532811	NODE_62_length_337_cov_1.429078	+	66	125
0	U00096.2	+	997	1333	NODE_63_length_337_cov_0.751773	+	1	337
0	U00096.2	+	54557	54891	NODE_64_length_335_cov_1.807143	-	1	335
0	U00096.2	+	77598	77932	NODE_65_length_335_cov_1.260714	+	1	335
88	U00096.2	+	3835023	3835241	NODE_65_length_335_cov_1.260714	+	68	286
0	U00096.2	+	80554	80881	NODE_66_length_328_cov_1.128205	+	1	328
0	U00096.2	+	145	471	NODE_67_length_327_cov_1.705882	-	1	327
0	U00096.2	+	82495	82821	NODE_68_length_327_cov_0.797794	-	1	327
0	U00096.2	+	96582	96889	NODE_69_length_308_cov_1.478261	+	1	308
0	U00096.2	+	84702	85009	NODE_70_length_308_cov_1.245059	+	1	308
0	U00096.2	+	82916	83220	NODE_71_length_305_cov_1.436000	+	1	305
0	U00096.2	+	93842	94144	NODE_72_length_303_cov_0.927419	+	1	303
0	U00096.2	+	81814	82115	NODE_73_length_302_cov_0.923077	-	1	302
0	U00096.2	+	49287	49586	NODE_74_length_300_cov_0.918367	+	1	300
0	U00096.2	+	74220	74517	NODE_75_length_298_cov_1.065844	-	1	298
0	U00096.2	+	70258	70554	NODE_76_length_297_cov_1.409091	-	1	297
0	U00096.2	+	97495	97790	NODE_77_length_296_cov_1.589212	+	1	296
0	U00096.2	+	28080	28372	NODE_78_length_293_cov_1.163866	-	1	293
0	U00096.2	+	46027	46318	NODE_79_length_292_cov_1.025316	+	1	292
0	U00096.2	+	30588	30877	NODE_80_length_290_cov_1.034043	+	1	290
0	U00096.2	+	78667	78955	NODE_81_length_289_cov_0.961538	-	1	289
0	U00096.2	+	68723	69011	NODE_82_length_289_cov_0.914530	-	1	289
0	U00096.2	+	32995	33281	NODE_83_length_287_cov_1.112069	+	1	287
0	U00096.2	+	17875	18159	NODE_84_length_285_cov_1.700000	-	1	285
0	U00096.2	+	50382	50665	NODE_85_length_284_cov_0.960699	-	1	284
0	U00096.2	+	91308	91591	NODE_86_length_284_cov_0.947598	+	1	284
0	U00096.2	+	44349	44628	NODE_87_length_280_cov_0.817778	+	1	280
109	U00096.2	+	1779590	1779867	NODE_87_length_280_cov_0.817778	+	3	280
0	U00096.2	+	41387	41665	NODE_88_length_279_cov_0.950893	+	1	279
0	U00096.2	+	86537	86813	NODE_89_length_277_cov_1.216216	+	1	277
14	U00096.2	+	338943	339017	NODE_90_length_276_cov_2.361991	+	154	233
7	U00096.2	+	339062	339110	NODE_90_length_276_cov_2.361991	+	185	233
7	U00096.2	+	339155	339202	NODE_90_length_276_cov_2.361991	+	185	232
7	U00096.2	+	339248	339295	NODE_90_length_276_cov_2.361991	+	185	232
10	U00096.2	+	356701	356768	NODE_90_length_276_cov_2.361991	+	190	276
11	U00096.2	+	356898	356968	NODE_90_length_276_cov_2.361991	+	187	276
